chamber_before_election,chamber_after_election,Party,Candidate,Year,Ideology,Nominate_D1_before,Nominate_D2_before,NP_D1_before,NP_D2_before,Nominate_D1_after,Nominate_D2_after,NP_D1_after,NP_D2_after
House,House,Republican,Richard Hudson,2024,1.746,0.523,0.209,0.452,0.027,0.523,0.209,0.504,0.241
House,House,Democratic,Edolphus Towns,2010,-1.787,-0.519,-0.132,-0.53,-0.058,-0.519,-0.132,-0.511,-0.401
NA,House,Democratic,Edolphus Towns,2012,-1.852,NA,NA,NA,NA,-0.519,-0.132,-0.53,-0.058
House,House,Democratic,Marc Veasey,2014,-1.52,-0.407,0.356,-0.391,0.264,-0.407,0.356,-0.423,0.287
House,House,Democratic,Marc Veasey,2016,-1.538,-0.407,0.356,-0.4,0.354,-0.407,0.356,-0.391,0.264
House,House,Democratic,Marc Veasey,2018,-1.507,-0.407,0.356,-0.339,0.09,-0.407,0.356,-0.4,0.354
House,House,Democratic,Marc Veasey,2020,-1.662,-0.407,0.356,-0.311,0.157,-0.407,0.356,-0.339,0.09
House,House,Democratic,Marc Veasey,2022,-1.675,-0.407,0.356,-0.541,0.841,-0.407,0.356,-0.311,0.157
House,House,Democratic,Marc Veasey,2024,-1.672,-0.407,0.356,-0.498,0.867,-0.407,0.356,-0.541,0.841
House,House,Democratic,Colleen Hanabusa,2012,-2.256,-0.37,0.004,-0.361,-0.038,-0.37,0.004,-0.388,0.044
House,House,Democratic,Colleen Hanabusa,2014,-1.999,-0.37,0.004,-0.515,0.34,-0.37,0.004,-0.361,-0.038
House,House,Democratic,Colleen Hanabusa,2016,-1.987,-0.37,0.004,-0.359,0.023,-0.37,0.004,-0.515,0.34
NA,House,Democratic,Colleen Hanabusa,2018,-2.026,NA,NA,NA,NA,-0.37,0.004,-0.359,0.023
NA,House,Republican,Charles Djou,2010,1.497,NA,NA,NA,NA,0.172,-0.181,0.195,-0.405
House,House,Democratic,Tammy Baldwin,2010,-3.284,-0.487,-0.125,-0.475,-0.312,-0.487,-0.125,-0.557,-0.532
Senate,House,Democratic,Tammy Baldwin,2012,-3.12,-0.487,-0.125,-0.457,-0.244,-0.487,-0.125,-0.475,-0.312
Senate,Senate,Democratic,Tammy Baldwin,2014,-2.862,-0.487,-0.125,-0.461,-0.032,-0.487,-0.125,-0.457,-0.244
Senate,Senate,Democratic,Tammy Baldwin,2016,-2.686,-0.487,-0.125,-0.348,-0.209,-0.487,-0.125,-0.461,-0.032
Senate,Senate,Democratic,Tammy Baldwin,2018,-2.681,-0.487,-0.125,-0.396,-0.001,-0.487,-0.125,-0.348,-0.209
Senate,Senate,Democratic,Tammy Baldwin,2020,-2.629,-0.487,-0.125,-0.467,-0.027,-0.487,-0.125,-0.396,-0.001
Senate,Senate,Democratic,Tammy Baldwin,2022,-2.674,-0.487,-0.125,-0.363,-0.322,-0.487,-0.125,-0.467,-0.027
Senate,Senate,Democratic,Tammy Baldwin,2024,-2.708,-0.487,-0.125,-0.383,-0.088,-0.487,-0.125,-0.363,-0.322
House,House,Democratic,Jose E. Serrano,2010,-1.816,-0.491,-0.377,-0.511,-0.35,-0.491,-0.377,-0.528,-0.368
House,House,Democratic,Jose E. Serrano,2012,-1.874,-0.491,-0.377,-0.515,-0.43,-0.491,-0.377,-0.511,-0.35
House,House,Democratic,Jose E. Serrano,2014,-1.765,-0.491,-0.377,-0.471,-0.31,-0.491,-0.377,-0.515,-0.43
House,House,Democratic,Jose E. Serrano,2016,-1.833,-0.491,-0.377,-0.549,-0.216,-0.491,-0.377,-0.471,-0.31
House,House,Democratic,Jose E. Serrano,2018,-1.858,-0.491,-0.377,-0.437,-0.311,-0.491,-0.377,-0.549,-0.216
NA,House,Democratic,Jose E. Serrano,2020,-1.879,NA,NA,NA,NA,-0.491,-0.377,-0.437,-0.311
House,House,Democratic,"Joe Donnelly, Sr.",2010,-1.537,-0.119,0.435,-0.178,0.563,-0.119,0.435,-0.096,0.397
Senate,House,Democratic,"Joe Donnelly, Sr.",2012,-1.501,-0.119,0.435,-0.171,0.318,-0.119,0.435,-0.178,0.563
Senate,Senate,Democratic,"Joe Donnelly, Sr.",2014,-1.228,-0.119,0.435,-0.11,0.41,-0.119,0.435,-0.171,0.318
Senate,Senate,Democratic,"Joe Donnelly, Sr.",2016,-1.212,-0.119,0.435,-0.134,0.561,-0.119,0.435,-0.11,0.41
NA,Senate,Democratic,"Joe Donnelly, Sr.",2018,-1.432,NA,NA,NA,NA,-0.119,0.435,-0.134,0.561
House,House,Republican,David Jolly,2014,1.283,0.23,0.058,0.23,0.043,0.23,0.058,0.232,0.126
NA,House,Republican,David Jolly,2016,1.139,NA,NA,NA,NA,0.23,0.058,0.23,0.043
House,House,Democratic,Kathleen Rice,2016,-1.564,-0.28,0.039,-0.31,0.127,-0.28,0.039,-0.271,-0.09
House,House,Democratic,Kathleen Rice,2018,-1.83,-0.28,0.039,-0.273,0.232,-0.28,0.039,-0.31,0.127
House,House,Democratic,Kathleen Rice,2020,-1.866,-0.28,0.039,-0.215,0.081,-0.28,0.039,-0.273,0.232
NA,House,Democratic,Kathleen Rice,2022,-1.69,NA,NA,NA,NA,-0.28,0.039,-0.215,0.081
House,House,Republican,Ryan Costello,2016,1.08,0.217,-0.055,0.227,-0.059,0.217,-0.055,0.21,-0.055
NA,House,Republican,Ryan Costello,2018,1.04,NA,NA,NA,NA,0.217,-0.055,0.227,-0.059
House,House,Democratic,Donald Norcross,2014,-1.616,-0.419,0.337,-0.375,0.225,-0.419,0.337,-0.535,0.83
House,House,Democratic,Donald Norcross,2016,-1.706,-0.419,0.337,-0.472,0.485,-0.419,0.337,-0.375,0.225
House,House,Democratic,Donald Norcross,2018,-1.824,-0.419,0.337,-0.395,-0.011,-0.419,0.337,-0.472,0.485
House,House,Democratic,Donald Norcross,2020,-1.804,-0.419,0.337,-0.454,0.458,-0.419,0.337,-0.395,-0.011
House,House,Democratic,Donald Norcross,2022,-1.876,-0.419,0.337,-0.383,0.344,-0.419,0.337,-0.454,0.458
House,House,Democratic,Donald Norcross,2024,-1.926,-0.419,0.337,-0.34,-0.155,-0.419,0.337,-0.383,0.344
House,House,Republican,Gary Palmer,2016,1.818,0.675,0.108,0.763,0.066,0.675,0.108,0.782,-0.16
House,House,Republican,Gary Palmer,2018,1.889,0.675,0.108,0.669,0.085,0.675,0.108,0.763,0.066
House,House,Republican,Gary Palmer,2020,2.006,0.675,0.108,0.648,0.245,0.675,0.108,0.669,0.085
House,House,Republican,Gary Palmer,2022,1.946,0.675,0.108,0.675,0.136,0.675,0.108,0.648,0.245
House,House,Republican,Gary Palmer,2024,1.918,0.675,0.108,0.524,-0.21,0.675,0.108,0.675,0.136
NA,House,Republican,Cresent Hardy,2016,1.292,NA,NA,NA,NA,0.353,0.209,0.353,0.203
House,House,Democratic,Ruben Gallego,2016,-2.058,-0.359,0.142,-0.432,-0.01,-0.359,0.142,-0.483,-0.013
House,House,Democratic,Ruben Gallego,2018,-2.189,-0.359,0.142,-0.431,0.046,-0.359,0.142,-0.432,-0.01
House,House,Democratic,Ruben Gallego,2020,-2.182,-0.359,0.142,-0.488,0.334,-0.359,0.142,-0.431,0.046
House,House,Democratic,Ruben Gallego,2022,-2.214,-0.359,0.142,-0.3,0.399,-0.359,0.142,-0.488,0.334
Senate,House,Democratic,Ruben Gallego,2024,-2.229,-0.359,0.142,-0.286,0.294,-0.359,0.142,-0.3,0.399
House,House,Republican,Curt Clawson,2014,1.673,0.626,-0.509,0.587,-0.487,0.626,-0.509,0.66,-0.26
NA,House,Republican,Curt Clawson,2016,1.556,NA,NA,NA,NA,0.626,-0.509,0.587,-0.487
House,House,Democratic,Pete Aguillar,2016,-1.823,-0.323,0.14,-0.308,0.115,-0.323,0.14,-0.266,0.124
House,House,Democratic,Pete Aguillar,2018,-1.954,-0.323,0.14,-0.443,0.395,-0.323,0.14,-0.308,0.115
House,House,Democratic,Pete Aguillar,2020,-1.932,-0.323,0.14,-0.406,0.281,-0.323,0.14,-0.443,0.395
House,House,Democratic,Pete Aguillar,2022,-2.042,-0.323,0.14,-0.511,0.315,-0.323,0.14,-0.406,0.281
House,House,Democratic,Pete Aguillar,2024,-2.111,-0.323,0.14,-0.519,0.353,-0.323,0.14,-0.511,0.315
House,House,Republican,Alex Mooney,2016,1.297,0.568,-0.241,0.616,-0.397,0.568,-0.241,0.563,-0.224
House,House,Republican,Alex Mooney,2018,1.435,0.568,-0.241,0.581,-0.283,0.568,-0.241,0.616,-0.397
House,House,Republican,Alex Mooney,2020,1.655,0.568,-0.241,0.537,-0.044,0.568,-0.241,0.581,-0.283
House,House,Republican,Alex Mooney,2022,1.62,0.568,-0.241,0.648,-0.296,0.568,-0.241,0.537,-0.044
NA,House,Republican,Alex Mooney,2024,1.601,NA,NA,NA,NA,0.568,-0.241,0.648,-0.296
House,House,Democratic,Ted Lieu,2016,-2.169,-0.374,-0.205,-0.417,0.101,-0.374,-0.205,-0.324,-0.494
House,House,Democratic,Ted Lieu,2018,-2.381,-0.374,-0.205,-0.592,-0.169,-0.374,-0.205,-0.417,0.101
House,House,Democratic,Ted Lieu,2020,-2.478,-0.374,-0.205,-0.434,-0.126,-0.374,-0.205,-0.592,-0.169
House,House,Democratic,Ted Lieu,2022,-2.516,-0.374,-0.205,-0.371,-0.117,-0.374,-0.205,-0.434,-0.126
House,House,Democratic,Ted Lieu,2024,-2.41,-0.374,-0.205,-0.519,0.353,-0.374,-0.205,-0.371,-0.117
House,House,Republican,David Brat,2014,1.919,0.829,-0.325,0.846,-0.302,0.829,-0.325,0.547,-0.831
House,House,Republican,David Brat,2016,2.175,0.829,-0.325,0.811,-0.341,0.829,-0.325,0.846,-0.302
NA,House,Republican,David Brat,2018,2.287,NA,NA,NA,NA,0.829,-0.325,0.811,-0.341
House,House,Republican,John Katko,2016,0.834,0.185,0.013,0.227,-0.009,0.185,0.013,0.197,-0.025
House,House,Republican,John Katko,2018,0.98,0.185,0.013,0.187,0.005,0.185,0.013,0.227,-0.009
House,House,Republican,John Katko,2020,1.121,0.185,0.013,0.161,-0.043,0.185,0.013,0.187,0.005
NA,House,Republican,John Katko,2022,0.671,NA,NA,NA,NA,0.185,0.013,0.161,-0.043
House,House,Republican,Barbara Comstock,2016,1.312,0.276,0.389,0.293,0.213,0.276,0.389,0.269,0.542
NA,House,Republican,Barbara Comstock,2018,1.429,NA,NA,NA,NA,0.276,0.389,0.293,0.213
House,House,Republican,Tom Emmer,2016,1.357,0.466,-0.069,0.456,-0.049,0.466,-0.069,0.423,-0.079
House,House,Republican,Tom Emmer,2018,1.462,0.466,-0.069,0.489,-0.021,0.466,-0.069,0.456,-0.049
House,House,Republican,Tom Emmer,2020,1.673,0.466,-0.069,0.443,-0.057,0.466,-0.069,0.489,-0.021
House,House,Republican,Tom Emmer,2022,1.74,0.466,-0.069,0.531,0.012,0.466,-0.069,0.443,-0.057
House,House,Republican,Tom Emmer,2024,1.666,0.466,-0.069,0.539,0.286,0.466,-0.069,0.531,0.012
House,House,Republican,Stephen Knight,2016,1.309,0.397,0.188,0.311,0.359,0.397,0.188,0.446,0.118
NA,House,Republican,Stephen Knight,2018,1.291,NA,NA,NA,NA,0.397,0.188,0.311,0.359
House,House,Republican,Jim Hagedorn,2020,2.091,0.477,0.345,0.531,0.362,0.477,0.345,0.459,0.377
House,House,Republican,Steve Russell,2016,1.763,0.473,-0.183,0.51,-0.348,0.473,-0.183,0.453,-0.021
NA,House,Republican,Steve Russell,2018,1.772,NA,NA,NA,NA,0.473,-0.183,0.51,-0.348
House,House,Democratic,Katherine Clark,2014,-2.249,-0.481,-0.268,-0.476,-0.477,-0.481,-0.268,-0.495,-0.441
House,House,Democratic,Katherine Clark,2016,-2.255,-0.481,-0.268,-0.495,-0.282,-0.481,-0.268,-0.476,-0.477
House,House,Democratic,Katherine Clark,2018,-2.391,-0.481,-0.268,-0.425,-0.265,-0.481,-0.268,-0.495,-0.282
House,House,Democratic,Katherine Clark,2020,-2.54,-0.481,-0.268,-0.464,-0.3,-0.481,-0.268,-0.425,-0.265
House,House,Democratic,Katherine Clark,2022,-2.665,-0.481,-0.268,-0.515,0.008,-0.481,-0.268,-0.464,-0.3
House,House,Democratic,Katherine Clark,2024,-2.566,-0.481,-0.268,-0.435,-0.198,-0.481,-0.268,-0.515,0.008
House,House,Republican,Brian Babin,2016,1.88,0.709,0.117,0.643,0.276,0.709,0.117,0.713,0.064
House,House,Republican,Brian Babin,2018,2.021,0.709,0.117,0.708,0.03,0.709,0.117,0.643,0.276
House,House,Republican,Brian Babin,2020,2.044,0.709,0.117,0.727,0.106,0.709,0.117,0.708,0.03
House,House,Republican,Brian Babin,2022,2.03,0.709,0.117,0.71,0.144,0.709,0.117,0.727,0.106
House,House,Republican,Brian Babin,2024,2.07,0.709,0.117,0.652,0.296,0.709,0.117,0.71,0.144
House,House,Republican,Bradley Byrne,2014,1.636,0.61,0.25,0.518,0.253,0.61,0.25,0.571,0.368
House,House,Republican,Bradley Byrne,2016,1.725,0.61,0.25,0.577,0.429,0.61,0.25,0.518,0.253
House,House,Republican,Bradley Byrne,2018,1.734,0.61,0.25,0.702,0.194,0.61,0.25,0.577,0.429
NA,House,Republican,Bradley Byrne,2020,1.754,NA,NA,NA,NA,0.61,0.25,0.702,0.194
House,House,Republican,Carlos Curbelo,2016,1.05,0.211,-0.185,0.24,-0.191,0.211,-0.185,0.192,-0.188
NA,House,Republican,Carlos Curbelo,2018,1.1,NA,NA,NA,NA,0.211,-0.185,0.24,-0.191
House,House,Republican,French Hill,2016,1.441,0.437,0.272,0.494,0.204,0.437,0.272,0.466,0.177
House,House,Republican,French Hill,2018,1.524,0.437,0.272,0.421,0.337,0.437,0.272,0.494,0.204
House,House,Republican,French Hill,2020,1.815,0.437,0.272,0.398,0.353,0.437,0.272,0.421,0.337
House,House,Republican,French Hill,2022,1.681,0.437,0.272,0.443,0.289,0.437,0.272,0.398,0.353
House,House,Republican,French Hill,2024,1.572,0.437,0.272,0.373,0.531,0.437,0.272,0.443,0.289
House,House,Democratic,Don Beyer,2016,-2.18,-0.394,-0.102,-0.411,0.15,-0.394,-0.102,-0.363,-0.147
House,House,Democratic,Don Beyer,2018,-2.278,-0.394,-0.102,-0.345,-0.198,-0.394,-0.102,-0.411,0.15
House,House,Democratic,Don Beyer,2020,-2.306,-0.394,-0.102,-0.409,-0.123,-0.394,-0.102,-0.345,-0.198
House,House,Democratic,Don Beyer,2022,-2.36,-0.394,-0.102,-0.409,-0.215,-0.394,-0.102,-0.409,-0.123
House,House,Democratic,Don Beyer,2024,-2.344,-0.394,-0.102,-0.497,-0.142,-0.394,-0.102,-0.409,-0.215
House,House,Republican,Michael Bishop,2016,1.322,0.451,0.095,0.476,0.048,0.451,0.095,0.437,0.129
NA,House,Republican,Michael Bishop,2018,1.601,NA,NA,NA,NA,0.451,0.095,0.476,0.048
House,House,Republican,David Young,2016,1.637,0.442,-0.038,0.439,-0.117,0.442,-0.038,0.443,0.04
NA,House,Republican,David Young,2018,1.622,NA,NA,NA,NA,0.442,-0.038,0.439,-0.117
House,House,Republican,Dan Newhouse,2016,1.127,0.318,0.328,0.352,0.249,0.318,0.328,0.369,0.192
House,House,Republican,Dan Newhouse,2018,1.319,0.318,0.328,0.331,0.282,0.318,0.328,0.352,0.249
House,House,Republican,Dan Newhouse,2020,1.314,0.318,0.328,0.291,0.379,0.318,0.328,0.331,0.282
House,House,Republican,Dan Newhouse,2022,1.138,0.318,0.328,0.308,0.359,0.318,0.328,0.291,0.379
House,House,Republican,Dan Newhouse,2024,0.756,0.318,0.328,0.373,0.531,0.318,0.328,0.308,0.359
NA,House,Democratic,Gwen Graham,2016,-1.369,NA,NA,NA,NA,-0.233,0.255,-0.236,0.271
House,House,Republican,David Trott,2016,1.29,0.369,0.257,0.364,0.19,0.369,0.257,0.373,0.315
NA,House,Republican,David Trott,2018,1.261,NA,NA,NA,NA,0.369,0.257,0.364,0.19
House,House,Democratic,Mark DeSaulnier,2016,-2.129,-0.514,-0.362,-0.565,-0.469,-0.514,-0.362,-0.491,-0.269
House,House,Democratic,Mark DeSaulnier,2018,-2.203,-0.514,-0.362,-0.453,-0.608,-0.514,-0.362,-0.565,-0.469
House,House,Democratic,Mark DeSaulnier,2020,-2.126,-0.514,-0.362,-0.544,-0.38,-0.514,-0.362,-0.453,-0.608
House,House,Democratic,Mark DeSaulnier,2022,-2.057,-0.514,-0.362,-0.419,-0.412,-0.514,-0.362,-0.544,-0.38
House,House,Democratic,Mark DeSaulnier,2024,-2.091,-0.514,-0.362,-0.658,-0.103,-0.514,-0.362,-0.419,-0.412
House,House,Republican,Lee Zeldin,2016,1.473,0.397,-0.129,0.415,-0.168,0.397,-0.129,0.331,-0.071
House,House,Republican,Lee Zeldin,2018,1.71,0.397,-0.129,0.417,-0.145,0.397,-0.129,0.415,-0.168
House,House,Republican,Lee Zeldin,2020,2.176,0.397,-0.129,0.435,-0.087,0.397,-0.129,0.417,-0.145
NA,House,Republican,Lee Zeldin,2022,2.288,NA,NA,NA,NA,0.397,-0.129,0.435,-0.087
House,House,Republican,Mike Bost,2016,1.506,0.398,-0.035,0.239,0.701,0.398,-0.035,0.279,0.374
House,House,Republican,Mike Bost,2018,1.61,0.398,-0.035,0.292,0.453,0.398,-0.035,0.239,0.701
House,House,Republican,Mike Bost,2020,1.779,0.398,-0.035,0.349,0.115,0.398,-0.035,0.292,0.453
House,House,Republican,Mike Bost,2022,1.803,0.398,-0.035,0.515,-0.11,0.398,-0.035,0.349,0.115
House,House,Republican,Mike Bost,2024,1.93,0.398,-0.035,0.47,-0.061,0.398,-0.035,0.515,-0.11
House,House,Democratic,Robin Kelly,2014,-2.003,-0.472,-0.022,-0.429,-0.071,-0.472,-0.022,-0.45,0.005
House,House,Democratic,Robin Kelly,2016,-2.099,-0.472,-0.022,-0.505,0.028,-0.472,-0.022,-0.429,-0.071
House,House,Democratic,Robin Kelly,2018,-2.133,-0.472,-0.022,-0.445,0.029,-0.472,-0.022,-0.505,0.028
House,House,Democratic,Robin Kelly,2020,-2.127,-0.472,-0.022,-0.523,-0.057,-0.472,-0.022,-0.445,0.029
House,House,Democratic,Robin Kelly,2022,-2.13,-0.472,-0.022,-0.551,-0.008,-0.472,-0.022,-0.523,-0.057
House,House,Democratic,Robin Kelly,2024,-2.236,-0.472,-0.022,-0.445,-0.349,-0.472,-0.022,-0.551,-0.008
House,House,Democratic,Brendan Boyle,2016,-1.363,-0.382,0.153,-0.429,0.32,-0.382,0.153,-0.361,0.039
House,House,Democratic,Brendan Boyle,2018,-1.495,-0.382,0.153,-0.392,-0.186,-0.382,0.153,-0.429,0.32
House,House,Democratic,Brendan Boyle,2020,-1.735,-0.382,0.153,-0.474,0.243,-0.382,0.153,-0.392,-0.186
House,House,Democratic,Brendan Boyle,2022,-1.737,-0.382,0.153,-0.345,0.194,-0.382,0.153,-0.474,0.243
House,House,Democratic,Brendan Boyle,2024,-1.809,-0.382,0.153,-0.313,0.108,-0.382,0.153,-0.345,0.194
House,House,Republican,Bruce Poliquin,2016,1.662,0.36,-0.182,0.338,-0.036,0.36,-0.182,0.371,-0.262
NA,House,Republican,Bruce Poliquin,2018,1.734,NA,NA,NA,NA,0.36,-0.182,0.338,-0.036
House,House,Republican,Mariannette Miller-Meeks,2022,1.722,0.336,0.195,0.35,0.182,0.336,0.195,0.302,0.364
House,House,Republican,Mariannette Miller-Meeks,2024,2.037,0.336,0.195,0.366,0.604,0.336,0.195,0.35,0.182
House,House,Democratic,Brenda Lawrence,2016,-2.244,-0.448,-0.039,-0.436,-0.011,-0.448,-0.039,-0.455,-0.037
House,House,Democratic,Brenda Lawrence,2018,-2.207,-0.448,-0.039,-0.467,0.032,-0.448,-0.039,-0.436,-0.011
House,House,Democratic,Brenda Lawrence,2020,-2.16,-0.448,-0.039,-0.51,-0.08,-0.448,-0.039,-0.467,0.032
NA,House,Democratic,Brenda Lawrence,2022,-2.108,NA,NA,NA,NA,-0.448,-0.039,-0.51,-0.08
House,House,Republican,Barry Loudermilk,2016,1.527,0.678,0.03,0.67,-0.076,0.678,0.03,0.668,-0.097
House,House,Republican,Barry Loudermilk,2018,1.688,0.678,0.03,0.715,0.133,0.678,0.03,0.67,-0.076
House,House,Republican,Barry Loudermilk,2020,1.834,0.678,0.03,0.669,-0.042,0.678,0.03,0.715,0.133
House,House,Republican,Barry Loudermilk,2022,1.947,0.678,0.03,0.66,0.049,0.678,0.03,0.669,-0.042
House,House,Republican,Barry Loudermilk,2024,1.886,0.678,0.03,0.583,0.194,0.678,0.03,0.66,0.049
House,House,Republican,Elise Stefanik,2016,1.059,0.305,-0.113,0.242,-0.08,0.305,-0.113,0.204,0.077
House,House,Republican,Elise Stefanik,2018,1.228,0.305,-0.113,0.231,-0.02,0.305,-0.113,0.242,-0.08
House,House,Republican,Elise Stefanik,2020,1.948,0.305,-0.113,0.394,0.313,0.305,-0.113,0.231,-0.02
House,House,Republican,Elise Stefanik,2022,2.102,0.305,-0.113,0.485,0.243,0.305,-0.113,0.394,0.313
House,House,Republican,Elise Stefanik,2024,2.132,0.305,-0.113,0.371,0.719,0.305,-0.113,0.485,0.243
House,House,Republican,Ryan Zinke,2016,1.62,0.441,-0.133,0.539,0.532,0.441,-0.133,0.412,-0.097
House,House,Republican,Ryan Zinke,2024,2.031,0.441,-0.133,0.606,0.321,0.441,-0.133,0.464,-0.101
House,House,Republican,Mimi Walters,2016,1.136,0.433,0.177,0.522,0.131,0.433,0.177,0.39,0.238
NA,House,Republican,Mimi Walters,2018,1.516,NA,NA,NA,NA,0.433,0.177,0.522,0.131
House,House,Republican,Rod Blum,2016,1.63,0.527,-0.488,0.538,-0.554,0.527,-0.488,0.521,-0.427
NA,House,Republican,Rod Blum,2018,1.948,NA,NA,NA,NA,0.527,-0.488,0.538,-0.554
House,House,Republican,Mark Walker,2016,1.756,0.641,0.017,0.607,-0.078,0.641,0.017,0.619,-0.006
House,House,Republican,Mark Walker,2018,1.577,0.641,0.017,0.671,0.14,0.641,0.017,0.607,-0.078
NA,House,Republican,Mark Walker,2020,1.836,NA,NA,NA,NA,0.641,0.017,0.671,0.14
House,House,Republican,Jason Smith,2014,1.606,0.577,0.21,0.609,0.138,0.577,0.21,0.595,0.214
House,House,Republican,Jason Smith,2016,1.613,0.577,0.21,0.699,0.436,0.577,0.21,0.609,0.138
House,House,Republican,Jason Smith,2018,1.824,0.577,0.21,0.582,0.107,0.577,0.21,0.699,0.436
House,House,Republican,Jason Smith,2020,2.037,0.577,0.21,0.559,0.46,0.577,0.21,0.582,0.107
House,House,Republican,Jason Smith,2022,2.222,0.577,0.21,0.521,0.05,0.577,0.21,0.559,0.46
House,House,Republican,Jason Smith,2024,2.177,0.577,0.21,0.484,0.081,0.577,0.21,0.521,0.05
House,House,Republican,Glenn Grothman,2016,1.9,0.598,-0.204,0.667,-0.275,0.598,-0.204,0.591,-0.236
House,House,Republican,Glenn Grothman,2018,1.981,0.598,-0.204,0.606,-0.3,0.598,-0.204,0.667,-0.275
House,House,Republican,Glenn Grothman,2020,2.195,0.598,-0.204,0.581,-0.285,0.598,-0.204,0.606,-0.3
House,House,Republican,Glenn Grothman,2022,2.181,0.598,-0.204,0.644,-0.005,0.598,-0.204,0.581,-0.285
House,House,Republican,Glenn Grothman,2024,2.096,0.598,-0.204,0.623,-0.069,0.598,-0.204,0.644,-0.005
House,House,Democratic,Norma Torres,2016,-2.113,-0.369,0.069,-0.351,0.027,-0.369,0.069,-0.368,0.042
House,House,Democratic,Norma Torres,2018,-2.088,-0.369,0.069,-0.395,0.075,-0.369,0.069,-0.351,0.027
House,House,Democratic,Norma Torres,2020,-2.135,-0.369,0.069,-0.481,0.33,-0.369,0.069,-0.395,0.075
House,House,Democratic,Norma Torres,2022,-2.236,-0.369,0.069,-0.408,0.195,-0.369,0.069,-0.481,0.33
House,House,Democratic,Norma Torres,2024,-2.334,-0.369,0.069,-0.37,0.052,-0.369,0.069,-0.408,0.195
House,House,Republican,Bruce Westerman,2016,1.473,0.546,0.254,0.59,0.174,0.546,0.254,0.526,0.423
House,House,Republican,Bruce Westerman,2018,1.677,0.546,0.254,0.557,0.395,0.546,0.254,0.59,0.174
House,House,Republican,Bruce Westerman,2020,1.908,0.546,0.254,0.537,0.375,0.546,0.254,0.557,0.395
House,House,Republican,Bruce Westerman,2022,1.852,0.546,0.254,0.511,0.099,0.546,0.254,0.537,0.375
House,House,Republican,Bruce Westerman,2024,1.803,0.546,0.254,0.486,0.319,0.546,0.254,0.511,0.099
House,House,Democratic,Ro Khanna,2018,-2.184,-0.456,-0.293,-0.323,-0.665,-0.456,-0.293,-0.613,-0.144
House,House,Democratic,Ro Khanna,2020,-2.457,-0.456,-0.293,-0.333,-0.429,-0.456,-0.293,-0.323,-0.665
House,House,Democratic,Ro Khanna,2022,-2.432,-0.456,-0.293,-0.324,-0.408,-0.456,-0.293,-0.333,-0.429
House,House,Democratic,Ro Khanna,2024,-2.517,-0.456,-0.293,-0.425,0.145,-0.456,-0.293,-0.324,-0.408
House,House,Democratic,Seth Moulton,2016,-1.662,-0.286,-0.04,-0.273,-0.301,-0.286,-0.04,-0.337,0.017
House,House,Democratic,Seth Moulton,2018,-1.913,-0.286,-0.04,-0.231,0.185,-0.286,-0.04,-0.273,-0.301
House,House,Democratic,Seth Moulton,2020,-1.941,-0.286,-0.04,-0.225,-0.066,-0.286,-0.04,-0.231,0.185
House,House,Democratic,Seth Moulton,2022,-2.11,-0.286,-0.04,-0.286,0.018,-0.286,-0.04,-0.225,-0.066
House,House,Democratic,Seth Moulton,2024,-2.184,-0.286,-0.04,-0.396,0.065,-0.286,-0.04,-0.286,0.018
House,House,Republican,Will Hurd,2016,1.298,0.287,0.228,0.309,0.297,0.287,0.228,0.414,0.213
House,House,Republican,Will Hurd,2018,1.22,0.287,0.228,0.219,0.277,0.287,0.228,0.309,0.297
NA,House,Republican,Will Hurd,2020,0.833,NA,NA,NA,NA,0.287,0.228,0.219,0.277
House,House,Republican,Earl Carter,2016,1.411,0.557,0.346,0.614,0.465,0.557,0.346,0.551,0.272
House,House,Republican,Earl Carter,2018,1.721,0.557,0.346,0.596,0.179,0.557,0.346,0.614,0.465
House,House,Republican,Earl Carter,2020,1.926,0.557,0.346,0.509,0.331,0.557,0.346,0.596,0.179
House,House,Republican,Earl Carter,2022,2.02,0.557,0.346,0.575,0.435,0.557,0.346,0.509,0.331
House,House,Republican,Earl Carter,2024,2.026,0.557,0.346,0.634,0.773,0.557,0.346,0.575,0.435
House,House,Republican,John Ratcliffe,2016,1.667,0.693,0.113,0.76,0.237,0.693,0.113,0.737,0.082
House,House,Republican,John Ratcliffe,2018,1.774,0.693,0.113,0.654,0.116,0.693,0.113,0.76,0.237
House,House,Democratic,Alma Adams,2014,-1.881,-0.462,-0.007,-0.475,0.017,-0.462,-0.007,-0.442,0.128
House,House,Democratic,Alma Adams,2016,-2.111,-0.462,-0.007,-0.465,0.028,-0.462,-0.007,-0.475,0.017
House,House,Democratic,Alma Adams,2018,-2.231,-0.462,-0.007,-0.429,-0.061,-0.462,-0.007,-0.465,0.028
House,House,Democratic,Alma Adams,2020,-2.29,-0.462,-0.007,-0.466,0.094,-0.462,-0.007,-0.429,-0.061
House,House,Democratic,Alma Adams,2022,-2.346,-0.462,-0.007,-0.447,-0.1,-0.462,-0.007,-0.466,0.094
House,House,Democratic,Alma Adams,2024,-2.444,-0.462,-0.007,-0.396,-0.27,-0.462,-0.007,-0.447,-0.1
House,House,Democratic,Debbie Dingell,2016,-2.329,-0.402,-0.189,-0.37,-0.266,-0.402,-0.189,-0.464,0.03
