candidate_bonica,candidate_ces,politician_id,Unique_Project_ID,office_seat_name,district,cycle,state_ces,type,chamber,bioguide_id,Ran prior to 2019,Notes,year_ces,obs,id_lt_ces,state_bonica,id_lt_bonica,score,state,candidate,year
brian j. davis,brian james davis,16781,2056,District 1,1,2008,minnesota,Rep,,,1,,2008,34,4,minnesota,24,0.9654552,,,
chip cravaack,chip cravaack,5077,2057,District 8,8,2010,minnesota,Rep,House,C001086,4,,2010,101,3,minnesota,18,1.0000002,,,
chris fields,chris fields,5079,2058,District 5,5,2012,minnesota,Rep,,,2,,2012,70,7,minnesota,3,1.0000002,,,
coleen rowley,coleen rowley,11445,2059,District 2,2,2006,minnesota,Rep,,,1,,2006,89,3,minnesota,0,1.0000013,,,
dan feehan,dan feehan,8888,2060,District 1,1,2020,minnesota,Rep,,,1,,2020,137,4,minnesota,15,1.0000002,,,
dan feehan,dan feehan,8888,2060,District 1,1,2018,minnesota,Rep,,,1,,2018,104,4,minnesota,4,1.0000002,,,
dave hughes,dave hughes,8894,2061,District 7,7,2018,minnesota,Rep,,,2,,2018,106,5,minnesota,2,1.0000005,,,
david r. obey,david r. obey,1098,2062,District 7,7,2008,wisconsin,Rep,,O000007,2,,2008,79,1,wisconsin,12,1.0000001,,,
david snyder,david snyder,16795,2063,District 6,6,2016,minnesota,Rep,,,1,,2016,125,6,minnesota,1,0.99999684,,,
dean phillips,dean phillips,8889,2064,District 3,3,2020,minnesota,Rep,House,P000616,1,,2020,123,5,minnesota,5,0.99999964,,,
dean phillips,dean phillips,8889,2064,District 3,3,2018,minnesota,Rep,House,P000616,1,,2018,113,6,minnesota,1,0.99999964,,,
doug daggett,doug daggett,3410,2065,District 5,5,2014,minnesota,Rep,,,2,,2014,32,4,minnesota,17,1,,,
ed matthews,"edward t. ""ed"" matthews",16788,2066,District 4,4,2008,minnesota,Rep,,,1,,2008,18,6,minnesota,19,0.934179,,,
elwyn tinklenberg,"elwyn glenn ""el"" tinklenberg",10041,2067,District 6,6,2008,minnesota,Rep,,,1,,2008,40,7,minnesota,8,0.958287,,,
frank nelson drake,frank neslon drake,16793,2068,District 5,5,2016,minnesota,Rep,,,1,,2016,172,8,minnesota,13,0.95916075,,,
gene rechtzigel,gene rechtzigel,11054,2069,District 4,4,2020,minnesota,Rep,,,0,FEC ID: H6MN04244,2020,152,6,minnesota,8,1.0000005,,,
gilbert w. gutknecht,gil gutknecht,10115,2070,District 1,1,2006,minnesota,Rep,,G000536,1,,2006,62,5,minnesota,3,0.94813615,,,
glen r. menze,glen r. menze,6135,2071,District 7,7,2008,minnesota,Rep,,,1,,2008,14,9,minnesota,14,1.0000002,,,
greg ryan,greg ryan,8890,2072,District 4,4,2018,minnesota,Rep,,,2,,2018,150,8,minnesota,9,1.0000006,,,
ian todd,ian todd,8893,2073,District 6,6,2018,minnesota,Rep,,,1,,2018,109,9,minnesota,15,1,,,
ilhan omar,ilhan omar,10981,2074,District 5,5,2020,minnesota,Rep,House,O000173,1,,2020,153,7,minnesota,9,1.0000005,,,
ilhan omar,ilhan omar,10981,2074,District 5,5,2018,minnesota,Rep,House,O000173,1,,2018,185,10,minnesota,7,1.0000005,,,
james l. oberstar,james l. oberstar,8436,2075,District 8,8,2006,minnesota,Rep,,O000006,1,,2006,86,6,minnesota,14,0.99999976,,,
jim meffert,james meffert,8435,2077,District 3,3,2010,minnesota,Rep,,,1,,2010,122,6,minnesota,27,0.95728135,,,
jason lewis,jason lewis,6446,2078,District 2,2,2018,minnesota,Rep,,L000587,3,,2018,111,11,minnesota,17,0.99999964,,,
jason lewis,jason lewis,6446,2078,Class II,0,2020,minnesota,Sen,,L000587,0,,2020,1006,8,minnesota,24,0.99999964,,,
jennifer zielinski,jennifer zielinski,8892,2079,District 5,5,2018,minnesota,Rep,,,1,,2018,185,12,minnesota,6,1.0000005,,,
ashwin madia,"jigar ashwin ""ashwin"" madia",10183,2080,District 3,3,2008,minnesota,Rep,,,1,,2008,63,11,minnesota,16,0.9387619,,,
jim graves,jim graves,5083,2081,District 6,6,2012,minnesota,Rep,,,2,,2012,31,17,minnesota,4,1.0000005,,,
jim hagedorn,jim hagedorn,3414,2082,District 1,1,2020,minnesota,Rep,House,H001088,4,,2020,137,9,minnesota,17,1.0000001,,,
jim hagedorn,jim hagedorn,3414,2082,District 1,1,2018,minnesota,Rep,House,H001088,4,,2018,104,13,minnesota,5,1.0000001,,,
jim newberger,jim newberger,9092,2083,Class I,0,2018,minnesota,Sen,,,1,,2018,991,14,minnesota,18,0.9999994,,,
james m. ramstad,jim ramstad,13657,2084,District 3,3,2006,minnesota,Rep,,R000033,3,,2006,96,7,minnesota,18,0.9542238,,,
joe perske,joe perske,3420,2085,District 6,6,2014,minnesota,Rep,,,2,,2014,15,7,minnesota,0,0.99999964,,,
joe radinovich,joe radinovich,9161,2086,District 8,8,2018,minnesota,Rep,,,1,,2018,114,15,minnesota,11,1.0000007,,,
joel demos,joel demos,16792,2087,District 5,5,2010,minnesota,Rep,,,1,,2010,149,8,minnesota,6,1,,,
john kline,john kline,2876,2088,District 2,1,2012,minnesota,Rep,,K000363,2,,2012,5,18,minnesota,12,1.0000013,,,
karin housley,karin housley,9091,2089,Class II,0,2018,minnesota,Sen,,,1,,2018,989,16,minnesota,22,0.9999994,,,
kendall qualls,kendall qualls,10979,2090,District 3,3,2020,minnesota,Rep,,,0,,2020,123,10,minnesota,4,1.0000004,,,
kurt patrick bills,kurt bills,1193,2091,Class I,0,2012,minnesota,Sen,,,2,,2012,364,20,minnesota,18,0.9465864,,,
lacy johnson,lacy johnson,10982,2092,District 5,5,2020,minnesota,Rep,,,0,,2020,153,11,minnesota,10,1.0000005,,,
lee byberg,lee byberg,5075,2093,District 7,7,2010,minnesota,Rep,,,3,,2010,102,11,minnesota,11,1.0000002,,,
mark dayton,mark dayton,621,2094,,0,2014,minnesota,Gov,,D000596,10,,2014,191,10,minnesota,26,0.99999964,,,
mark r. kennedy,mark kennedy,1787,2095,Class I,0,2006,minnesota,Sen,,K000358,1,,2006,684,11,minnesota,22,0.97629917,,,
mary jo kilroy,mary jo kilroy,5381,2096,District 15,15,2008,ohio,Rep,House,K000372,5,,2008,54,24,ohio,5,0.9999997,,,
michael j. barrett,michael barrett,15922,2097,District 7,7,2006,minnesota,Rep,,,1,,2006,85,12,minnesota,16,0.97769237,,,
michael cummins,michael cummins,16797,2098,District 8,8,2008,minnesota,Rep,,,1,,2008,16,15,minnesota,12,1.0000005,,,
mike hatch,michael hatch,9297,2099,,0,2006,minnesota,Gov,,,1,,2006,690,13,minnesota,28,0.96488595,,,
michele bachmann,michele bachmann,1,2100,District 6,2,2012,minnesota,Rep,,B001256,1,,2012,1,25,minnesota,5,1,,,
michele bachmann,michele bachmann,1,2100,District 6,6,2010,minnesota,Rep,House,B001256,10,,2010,106,12,minnesota,4,1,,,
michelle fischbach,michelle fischbach,10960,2101,District 7,7,2020,minnesota,Rep,House,F000470,0,,2020,85,12,minnesota,1,0.9999999,,,
mike mcfadden,mike mcfadden,4506,2102,Class II,0,2014,minnesota,Sen,,,2,,2014,186,12,minnesota,21,0.99999964,,,
mike obermueller,mike obermueller,3418,2103,District 2,2,2014,minnesota,Rep,,,4,,2014,19,13,minnesota,14,1.000001,,,
norm coleman,norm coleman,1611,2104,Class II,0,2008,minnesota,Sen,Senate,C001057,3,,2008,524,17,minnesota,31,1.000002,,,
obi sium,obi sium,15920,2105,District 4,4,2006,minnesota,Rep,,,1,,2006,88,16,minnesota,21,0.9999999,,,
patty wetterling,patty wetterling,10116,2106,District 6,6,2006,minnesota,Rep,,,1,,2006,82,17,minnesota,5,0.99999934,,,
pete stauber,pete stauber,8896,2107,District 8,8,2020,minnesota,Rep,,S001212,1,,2020,120,13,minnesota,12,1.0000007,,,
pete stauber,pete stauber,8896,2107,District 8,8,2018,minnesota,Rep,,S001212,1,,2018,114,19,minnesota,12,1.0000007,,,
quinn nystrom,quinn nystrom,10507,2108,District 8,8,2020,minnesota,Rep,,,0,,2020,120,14,minnesota,13,1.0000004,,,
randy demmer,randy demmer,8434,2109,District 1,1,2010,minnesota,Rep,,,1,,2010,81,13,minnesota,16,1.0000001,,,
richard m. nolan,rick nolan,3103,2110,District 8,8,2012,minnesota,Rep,,N000127,9,,2012,49,27,minnesota,7,0.9305404,,,
rod grams,rod grams,2320,2111,District 8,8,2006,minnesota,Rep,,G000367,1,,2006,87,18,minnesota,12,0.9999996,,,
ron kind,ron kind,2871,2112,District 3,3,2008,wisconsin,Rep,House,K000188,14,,2008,48,11,wisconsin,9,1.0000001,,,
sharna wahlgren,sharna wahlgren,3427,2113,District 4,4,2014,minnesota,Rep,,,2,,2014,31,15,minnesota,10,1.0000013,,,
sharon sund,sharon sund,3424,2114,District 3,3,2014,minnesota,Rep,,,2,,2014,26,16,minnesota,9,1,,,
shelley j. madore,shelley madore,16785,2115,District 2,2,2010,minnesota,Rep,,,1,,2010,117,14,minnesota,30,0.9692558,,,
steve sarvi,"stephen todd ""steve"" sarvi",16784,2116,District 2,2,2008,minnesota,Rep,,,1,,2008,24,18,minnesota,3,0.9551982,,,
stewart mills,stewart mills,3417,2117,District 8,8,2014,minnesota,Rep,,,3,,2014,28,17,minnesota,6,0.99999976,,,
tarryl l. clark,tarryl clark,5076,2118,District 6,6,2010,minnesota,Rep,,,1,,2010,104,15,minnesota,3,0.9876678,,,
tawnja zahradka,tawnja zahradka,10506,2119,District 6,6,2020,minnesota,Rep,,,0,,2020,120,15,minnesota,21,0.99999917,,,
teresa collett,teresa collett,16789,2120,District 4,4,2010,minnesota,Rep,,,1,,2010,121,16,minnesota,23,1.0000001,,,
terri bonoff,terri e. bonoff,8330,2121,District 3,3,2016,minnesota,Rep,,,1,,2016,149,17,minnesota,10,0.96917206,,,
tim pawlenty,tim pawlenty,8,2122,,0,2006,minnesota,Gov,,,2,,2006,689,19,minnesota,32,0.99999964,,,
tina smith,tina smith,9090,2123,Class II,0,2020,minnesota,Sen,Senate,S001203,1,,2020,1007,17,minnesota,25,0.9999992,,,
tina smith,tina smith,9090,2123,Class II,0,2018,minnesota,Sen,Senate,S001203,1,,2018,989,22,minnesota,24,0.9999992,,,
tom emmer,tom emmer,3412,2124,District 6,6,2020,minnesota,Rep,,E000294,6,,2020,119,18,minnesota,22,1.0000006,,,
tom emmer,tom emmer,3412,2124,District 6,6,2018,minnesota,Rep,,E000294,6,,2018,109,23,minnesota,14,1.0000006,,,
anthony hernandez,tony hernandez,5084,2125,District 4,4,2012,minnesota,Rep,,,2,,2012,54,30,minnesota,8,0.94267535,,,
torrey n. westrom,torrey westrom,3428,2126,District 7,7,2014,minnesota,Rep,,,2,,2014,22,20,minnesota,20,0.9729676,,,
tyler kistner,tyler kistner,10323,2127,District 2,2,2020,minnesota,Rep,,,0,,2020,117,19,minnesota,18,0.9999984,,,
wendy wilde,wendy wilde,15919,2128,District 3,3,2006,minnesota,Rep,,,1,,2006,97,21,minnesota,19,0.99999964,,,
alan nunnelee,alan nunnelee,2938,2129,District 1,1,2012,mississippi,Rep,House,N000186,6,,2012,30,0,mississippi,6,1.0000002,,,
albert n. gore,albert gore,6345,2130,Class I,0,2012,mississippi,Sen,,,2,,2012,117,1,mississippi,17,0.97799003,,,
antonia eliason,antonia eliason,10511,2131,District 1,1,2020,mississippi,Rep,,,0,,2020,114,0,mississippi,4,0.9999981,,,
bennie g. thompson,bennie g. thompson,3017,2132,District 2,2,2008,mississippi,Rep,,T000193,2,,2008,48,0,mississippi,3,0.999999,,,
bennie g. thompson,bennie g. thompson,3017,2132,District 2,2,2006,mississippi,Rep,,T000193,2,,2006,31,0,mississippi,7,0.999999,,,
william marcy,william marcy,4697,2133,District 2,2,2010,mississippi,Rep,,,1,,2010,66,10,mississippi,8,0.999998,,,
brad morris,brad morris,6054,2134,District 1,1,2012,mississippi,Rep,,,2,,2012,31,5,mississippi,7,1,,,
brian flowers,brian flowers,10512,2135,District 2,2,2022,mississippi,Rep,,,0,,2022,148,1,mississippi,5,1.0000001,,,
charles w. pickering,"charles w. ""chip"" pickering",13701,2136,District 3,3,2006,mississippi,Rep,,P000323,2,,2006,66,1,mississippi,6,0.94115615,,,
cindy hyde-smith,cindy hyde-smith,9117,2137,Class II,0,2018,mississippi,Sen,Senate,H001079,1,,2018,434,1,mississippi,13,0.99999994,,,
cindy hyde-smith,cindy hyde-smith,9117,2137,Class II,0,2018,mississippi,Sen,Senate,H001079,1,,2018,434,1,mississippi,13,0.99999994,,,
gregg harper,crystal c. biggs,,2138,District 3,3,2012,mississippi,Rep,,,2,,2012,13,6,mississippi,0,0.8165563,,,
david baria,david baria,8693,2139,Class I,0,2018,mississippi,Sen,,,1,,2018,433,2,mississippi,19,1.0000001,,,
dennis c. quinn,dennis quinn,4465,2140,District 3,3,2016,mississippi,Rep,,,1,,2016,98,1,mississippi,1,0.9748462,,,
dorothy benford,dot benford,10513,2141,District 3,3,2020,mississippi,Rep,,,0,,2020,96,4,mississippi,5,0.88137007,,,
douglas macarthur magee,doug magee,4463,2142,District 3,3,2014,mississippi,Rep,,,2,,2014,10,2,mississippi,15,0.90600425,,,
erik r. fleming,erik fleming,1627,2143,Class II,0,2008,mississippi,Sen,,,2,,2008,83,2,mississippi,13,0.9835701,,,
erik r. fleming,erik fleming,1627,2143,Class I,0,2006,mississippi,Sen,,,2,,2006,194,2,mississippi,10,0.9835701,,,
frank a. lobiondo,frank a. lobiondo,2890,2144,District 2,1,2012,new jersey,Rep,,L000554,1,,2012,3,18,new jersey,0,0.999999,,,
frank a. lobiondo,frank a. lobiondo,2890,2144,District 2,2,2008,new jersey,Rep,House,L000554,2,,2008,61,10,new jersey,19,0.999999,,,
gene taylor,gene taylor,4470,2145,District 4,4,2010,mississippi,Rep,,T000074,6,,2010,119,1,mississippi,5,0.9999983,,,
greg davis,greg davis,11329,2146,District 1,1,2008,mississippi,Rep,,,1,,2008,46,4,mississippi,4,0.99999917,,,
greg davis,greg davis,11329,2146,District 1,1,2008,mississippi,Rep,,,1,,2008,46,4,mississippi,4,0.99999917,,,
greg davis,greg davis,11329,2146,District 1,1,2008,mississippi,Rep,,,1,,2008,46,4,mississippi,4,0.99999917,,,
gregg harper,gregg harper,2839,2147,District 3,3,2016,mississippi,Rep,House,H001045,13,,2016,98,2,mississippi,0,1.0000001,,,
gregg harper,gregg harper,2839,2147,District 3,1,2012,mississippi,Rep,,H001045,2,,2012,1,9,mississippi,0,1.0000001,,,
gregg harper,haley barbour,,2148,District 3,0,2010,mississippi,Gov,,,3,,2010,402,3,mississippi,2,0.8228892,,,
irving harris,irving harris,8695,2149,District 2,2,2018,mississippi,Rep,,,1,,2018,94,4,mississippi,7,1.0000002,,,
jacob aaron owens,jacob owens,16800,2150,District 1,1,2016,mississippi,Rep,,,1,,2016,87,3,mississippi,6,0.9614856,,,
jeramey anderson,jeramey anderson,8699,2151,District 4,4,2018,mississippi,Rep,,,1,,2018,124,5,mississippi,11,1,,,
joel l. gill,joel l. gill,16804,2152,District 3,3,2008,mississippi,Rep,,,1,,2008,19,6,mississippi,8,0.999999,,,
john bouie,john bouie ii,16803,2153,District 2,2,2016,mississippi,Rep,,,1,,2016,113,4,mississippi,10,0.9706913,,,
john mccay,"john mccay, iii",16805,2154,District 4,4,2008,mississippi,Rep,,,1,,2008,27,7,mississippi,1,0.9639893,,,
james k. hurt,ken hurt,15936,2155,District 1,1,2006,mississippi,Rep,,,1,,2006,51,5,mississippi,2,0.873162,,,
mark gladney,mark gladney,16807,2156,District 4,4,2016,mississippi,Rep,,,1,,2016,106,5,mississippi,12,1,,,
matt moore,matt moore,4464,2157,District 4,4,2012,mississippi,Rep,,,4,,2012,22,10,mississippi,5,1.0000001,,,
mike espy,michael evans,,2158,Class II,3,2018,mississippi,Rep,,,1,,2018,108,6,mississippi,12,0.8609234,,,
mike espy,michael evans,,2158,Class II,3,2018,mississippi,Rep,,,1,,2018,108,6,mississippi,12,0.8609234,,,
michael guest,michael guest,8698,2159,District 3,3,2022,mississippi,Rep,House,G000591,1,,2022,100,5,mississippi,3,1,,,
michael guest,michael guest,8698,2159,District 3,3,2018,mississippi,Rep,House,G000591,1,,2018,109,7,mississippi,5,1,,,
shawn r. o'hara,michael herrington,,2160,Class I,4,2012,mississippi,Rep,,,2,,2012,7,11,mississippi,15,0.82115644,,,
mike espy,mike espy,9116,2161,Class II,0,2018,mississippi,Sen,,E000218,1,,2018,433,8,mississippi,12,0.9999999,,,
mike espy,mike espy,9116,2161,Class II,0,2018,mississippi,Sen,,E000218,1,,2018,433,8,mississippi,12,0.9999999,,,
phil bryant,phil bryant,8113,2162,,0,2015,mississippi,Gov,,,9,,2015,101,2,mississippi,14,1,,,
randy mcdonnell,randy mcdonnell,13704,2163,District 4,4,2006,mississippi,Rep,,,1,,2006,48,6,mississippi,1,0.9999982,,,
randy wadkins,randy wadkins,8694,2164,District 1,1,2018,mississippi,Rep,,,1,,2018,106,10,mississippi,0,1,,,
richard t. cook,richard cook,16801,2165,District 2,2,2008,mississippi,Rep,,,1,,2008,9,8,mississippi,2,0.97315896,,,
roger f. wicker,roger f. wicker,1001,2166,District 1,1,2006,mississippi,Rep,House,W000437,1,,2006,48,7,mississippi,3,0.99999917,,,
ron e. dickey,ron dickey,4457,2167,District 1,1,2014,mississippi,Rep,,,2,,2014,13,7,mississippi,9,0.94731903,,,
ronnie musgrove,ronnie musgrove,1625,2168,Class I,0,2008,mississippi,Sen,,,1,,2008,220,10,mississippi,15,0.9999981,,,
shelley shoemake,shelley shoemake,4469,2169,District 2,2,2014,mississippi,Rep,,,2,,2014,14,8,mississippi,3,0.9999981,,,
steven palazzo,steven palazzo,2941,2170,District 4,4,2018,mississippi,Rep,House,P000601,11,,2018,124,12,mississippi,10,1,,,
steven palazzo,steven palazzo,2941,2170,District 4,4,2016,mississippi,Rep,House,P000601,11,,2016,107,8,mississippi,15,1,,,
steven palazzo,steven palazzo,2941,2170,District 4,3,2012,mississippi,Rep,,P000601,1,,2012,1,14,mississippi,2,1,,,
mike espy,tate reeves,,2171,Class II,0,2020,mississippi,Gov,,,0,,2020,461,9,mississippi,9,0.80265427,,,
thad cochran,thad cochran,1626,2172,Class II,0,2014,mississippi,Sen,,C000567,13,,2014,46,10,mississippi,19,0.9999981,,,
thad cochran,thad cochran,1626,2172,Class II,0,2008,mississippi,Sen,,C000567,13,,2008,203,11,mississippi,12,0.9999981,,,
trent kelly,trent kelly,7991,2173,District 1,1,2022,mississippi,Rep,House,K000388,4,,2022,117,11,mississippi,7,1.0000001,,,
trent kelly,trent kelly,7991,2173,District 1,1,2018,mississippi,Rep,House,K000388,4,,2018,104,13,mississippi,2,1.0000001,,,
trent kelly,trent kelly,7991,2173,District 1,1,2016,mississippi,Rep,House,K000388,4,,2016,87,10,mississippi,4,1.0000001,,,
trent kelly,trent kelly,7991,2173,District 1,1,2015,mississippi,Rep,House,K000388,4,,2015,25,6,mississippi,1,1.0000001,,,
trent kelly,trent kelly,7991,2173,District 1,1,2015,mississippi,Rep,House,K000388,4,,2015,25,6,mississippi,1,1.0000001,,,
trent lott,trent lott,1801,2174,Class I,0,2006,mississippi,Sen,,L000447,2,,2006,192,9,mississippi,9,0.99999774,,,
yvonne r. brown,yvonne brown,15937,2175,District 2,2,2006,mississippi,Rep,,,1,,2006,31,10,mississippi,8,0.9783938,,,
ann wagner,ann wagner,3104,2176,District 2,2,2014,missouri,Rep,House,W000812,9,,2014,32,0,missouri,13,1.0000001,,,
anthony rogers,anthony rogers,10904,2177,District 1,1,2020,missouri,Rep,,,0,FEC ID: H0MO01207,2020,187,1,missouri,24,0.999989,,,
arthur h. lieber,arthur lieber,3267,2178,District 2,2,2010,missouri,Rep,,,3,,2010,159,0,missouri,28,0.9760041,,,
barbara hamill stocker,barbara stocker,3278,2179,District 8,8,2014,missouri,Rep,,,2,,2014,24,2,missouri,17,0.92321575,,,
w. a. hedge,bill hedge,3260,2180,District 6,6,2014,missouri,Rep,,,2,,2014,28,3,missouri,10,0.8662188,,,
bill otto,bill otto,16813,2181,District 2,2,2016,missouri,Rep,,,1,,2016,182,1,missouri,6,0.9999999,,,
billy long,billy long,2893,2182,District 7,7,2014,missouri,Rep,House,L000576,11,,2014,35,4,missouri,25,0.99999994,,,
blaine luetkemeyer,blaine luetkemeyer,2896,2183,District 3,3,2014,missouri,Rep,House,L000569,9,,2014,23,5,missouri,6,1.0000001,,,
chris sander,chris sander,16815,2184,District 3,3,2008,missouri,Rep,,,1,,2008,21,1,missouri,7,1.0000015,,,
robert j. christophel,christopher s. bond,,2185,District 3,0,2006,missouri,Sen,,B000611,1,,2006,802,0,missouri,8,0.8478337,,,
claire mccaskill,claire mccaskill,997,2186,Class I,0,2018,missouri,Sen,Senate,M001170,14,,2018,1493,3,missouri,37,0.9999997,,,
clinton l. hylton,clint hylton,4933,2187,District 6,6,2010,missouri,Rep,,,1,,2010,133,4,missouri,32,0.91424394,,,
cori bush,cori bush,10922,2188,District 1,1,2022,missouri,Rep,House,B001224,0,,2022,168,5,missouri,19,1,,,
cort vanostran,cort vanostran,8898,2189,District 2,2,2018,missouri,Rep,,,1,,2018,180,4,missouri,19,1.000001,,,
courtney denton,courtney denton,3253,2190,District 3,3,2014,missouri,Rep,,,2,,2014,22,7,missouri,3,1,,,
daniel elder,daniel elder,3254,2191,District 1,1,2014,missouri,Rep,,,2,,2014,20,8,missouri,9,1.0000001,,,
dave cowell,dave cowell,16836,2192,District 8,8,2016,missouri,Rep,,,1,,2016,140,5,missouri,17,1.0000012,,,
david bertelsen,david bertelsen,15927,2193,District 3,3,2006,missouri,Rep,,,1,,2006,88,2,missouri,6,0.99999803,,,
david m. blackwell,david m. blackwell,16825,2194,District 6,6,2016,missouri,Rep,,,1,,2016,153,6,missouri,13,0.9999997,,,
duane n. burghard,duane burghard,15935,2195,District 9,9,2006,missouri,Rep,,,1,,2006,90,3,missouri,28,0.9802755,,,
edward a. martin,"edward martin, jr.",11377,2196,District 3,3,2010,missouri,Rep,,,1,,2010,130,5,missouri,15,0.9501334,,,
eric c. mayer,eric c. mayer,4937,2197,District 3,3,2012,missouri,Rep,,,2,,2012,53,9,missouri,1,0.9999972,,,
gena l. ross,gena l. ross,10909,2199,District 6,6,2020,missouri,Rep,,,0,,2020,155,6,missouri,3,0.9999972,,,
genevieve williams,genevieve (gen) williams,3284,2200,District 7,7,2016,missouri,Rep,,,1,,2016,169,8,missouri,26,0.98596406,,,
george d. weber,george weber,4948,2201,District 2,2,2006,missouri,Rep,,,1,,2006,95,5,missouri,19,0.97372454,,,
glenn m. koenen,glenn koenen,4935,2202,District 2,2,2012,missouri,Rep,,,2,,2012,36,10,missouri,15,0.9807111,,,
gordon d. christensen,gordon christensen,16822,2203,District 4,4,2016,missouri,Rep,,,1,,2016,149,9,missouri,24,0.97529185,,,
henry martin,henry martin,8901,2204,District 6,6,2018,missouri,Rep,,,1,,2018,154,6,missouri,24,0.99999905,,,
jack rushin,jack rushin,4944,2205,District 8,8,2012,missouri,Rep,,,2,,2012,42,13,missouri,5,0.99999684,,,
jack truman,jack truman,15932,2206,District 4,4,2022,missouri,Rep,,,0,,2022,158,10,missouri,23,0.99999905,,,
jacob turk,jacob turk,3280,2207,District 5,5,2018,missouri,Rep,,,9,,2018,208,7,missouri,8,1.0000008,,,
jacob turk,jacob turk,3280,2207,District 5,5,2016,missouri,Rep,,,9,,2016,192,10,missouri,20,1.0000008,,,
